# ps/frame	Tilt angle
6.0	43.6985423525
14.0	42.8294948733
22.0	44.4023910349
30.0	43.4629260056
38.0	43.96915849
46.0	43.6985423525
54.0	42.8294948733
62.0	44.4023910349
70.0	43.4629260056
78.0	43.96915849
86.0	43.6985423525
94.0	42.8294948733
102.0	44.4023910349
110.0	43.4629260056
118.0	43.96915849
126.0	43.6985423525
134.0	42.8294948733
142.0	44.4023910349
150.0	43.4629260056
158.0	43.96915849
166.0	43.6985423525
174.0	42.8294948733
182.0	44.4023910349
190.0	43.4629260056
198.0	43.96915849
206.0	43.6985423525
214.0	42.8294948733
222.0	44.4023910349
230.0	43.4629260056
238.0	43.96915849
246.0	43.6985423525
254.0	42.8294948733
262.0	44.4023910349
270.0	43.4629260056
278.0	43.96915849
286.0	43.6985423525
294.0	42.8294948733
302.0	44.4023910349
310.0	43.4629260056
318.0	43.96915849
326.0	43.6985423525
334.0	42.8294948733
342.0	44.4023910349
350.0	43.4629260056
358.0	43.96915849
366.0	43.6985423525
374.0	42.8294948733
382.0	44.4023910349
390.0	43.4629260056
398.0	43.96915849
406.0	43.6985423525
414.0	42.8294948733
422.0	44.4023910349
430.0	43.4629260056
438.0	43.96915849
446.0	43.6985423525
454.0	42.8294948733
462.0	44.4023910349
470.0	43.4629260056
478.0	43.96915849
486.0	43.6985423525
494.0	42.8294948733
502.0	44.4023910349
510.0	43.4629260056
518.0	43.96915849
526.0	43.6985423525
534.0	42.8294948733
542.0	44.4023910349
550.0	43.4629260056
558.0	43.96915849
566.0	43.6985423525
574.0	42.8294948733
582.0	44.4023910349
590.0	43.4629260056
598.0	43.96915849
606.0	43.6985423525
614.0	42.8294948733
622.0	44.4023910349
630.0	43.4629260056
638.0	43.96915849
646.0	43.6985423525
654.0	42.8294948733
662.0	44.4023910349
670.0	43.4629260056
678.0	43.96915849
686.0	43.6985423525
694.0	42.8294948733
702.0	44.4023910349
710.0	43.4629260056
718.0	43.96915849
726.0	43.6985423525
734.0	42.8294948733
742.0	44.4023910349
750.0	43.4629260056
758.0	43.96915849
766.0	43.6985423525
774.0	42.8294948733
782.0	44.4023910349
790.0	43.4629260056
798.0	43.96915849
806.0	43.6985423525
814.0	42.8294948733
822.0	44.4023910349
830.0	43.4629260056
838.0	43.96915849
846.0	43.6985423525
854.0	42.8294948733
862.0	44.4023910349
870.0	43.4629260056
878.0	43.96915849
886.0	39.9796794704
894.0	39.6769776484
902.0	39.4414908742
910.0	39.9533840298
918.0	38.9920692062
926.0	40.993159544
934.0	41.0859096671
942.0	42.442414701
950.0	41.7394786761
958.0	42.8428730922
966.0	42.7420137358
974.0	42.9824777105
982.0	42.9289432125
990.0	42.2550614609
998.0	42.1948008034
1006.0	41.9965472521
1014.0	41.8457505167
1022.0	41.7891745958
1030.0	41.0786159743
1038.0	40.2314681472
1046.0	40.9925757679
1054.0	42.6324740084
1062.0	42.8513976541
1070.0	42.0447808962
1078.0	43.4338023806
1086.0	43.0731479253
1094.0	43.1052080182
1102.0	42.2896279132
1110.0	41.6072088769
1118.0	43.9989151299
1126.0	43.981635758
1134.0	42.4673392635
1142.0	43.3786404917
1150.0	43.5327379209
1158.0	41.7127609411
1166.0	40.5366159875
1174.0	40.6387915201
1182.0	41.5742570332
1190.0	41.2812459556
1198.0	41.0825568654
1206.0	42.448140358
1214.0	42.4855418148
1222.0	41.676347107
1230.0	42.5545099399
1238.0	43.9098940405
1246.0	43.6985423525
1254.0	42.8294948733
1262.0	44.4023910349
1270.0	43.4629260056
1278.0	43.96915849
1286.0	43.6985423525
1294.0	42.8294948733
1302.0	44.4023910349
1310.0	43.4629260056
1318.0	43.96915849
1326.0	43.6985423525
1334.0	42.8294948733
1342.0	44.4023910349
1350.0	43.4629260056
1358.0	43.96915849
1366.0	43.6985423525
1374.0	42.8294948733
1382.0	44.4023910349
1390.0	43.4629260056
1398.0	43.96915849
1406.0	43.6985423525
1414.0	42.8294948733
1422.0	44.4023910349
1430.0	43.4629260056
1438.0	43.96915849
1446.0	43.6985423525
1454.0	42.8294948733
1462.0	44.4023910349
1470.0	43.4629260056
1478.0	43.96915849
1486.0	43.6985423525
1494.0	42.8294948733
1502.0	44.4023910349
1510.0	43.4629260056
1518.0	43.96915849
1526.0	43.6985423525
1534.0	42.8294948733
1542.0	44.4023910349
1550.0	43.4629260056
1558.0	43.96915849
1566.0	43.6985423525
1574.0	42.8294948733
1582.0	44.4023910349
1590.0	43.4629260056
1598.0	43.96915849
1606.0	43.6985423525
1614.0	42.8294948733
1622.0	44.4023910349
1630.0	43.4629260056
1638.0	43.96915849
