# ps/frame	Tilt angle
2.0	43.7448796398
6.0	43.6985423525
10.0	42.4328488358
14.0	42.8294948733
18.0	43.2388498325
22.0	44.4023910349
26.0	43.3312001033
30.0	43.4629260056
34.0	43.6291947017
38.0	43.96915849
42.0	43.7448796398
46.0	43.6985423525
50.0	42.4328488358
54.0	42.8294948733
58.0	43.2388498325
62.0	44.4023910349
66.0	43.3312001033
70.0	43.4629260056
74.0	43.6291947017
78.0	43.96915849
82.0	43.7448796398
86.0	43.6985423525
90.0	42.4328488358
94.0	42.8294948733
98.0	43.2388498325
102.0	44.4023910349
106.0	43.3312001033
110.0	43.4629260056
114.0	43.6291947017
118.0	43.96915849
122.0	43.7448796398
126.0	43.6985423525
130.0	42.4328488358
134.0	42.8294948733
138.0	43.2388498325
142.0	44.4023910349
146.0	43.3312001033
150.0	43.4629260056
154.0	43.6291947017
158.0	43.96915849
162.0	43.7448796398
166.0	43.6985423525
170.0	42.4328488358
174.0	42.8294948733
178.0	43.2388498325
182.0	44.4023910349
186.0	43.3312001033
190.0	43.4629260056
194.0	43.6291947017
198.0	43.96915849
202.0	43.7448796398
206.0	43.6985423525
210.0	42.4328488358
214.0	42.8294948733
218.0	43.2388498325
222.0	44.4023910349
226.0	43.3312001033
230.0	43.4629260056
234.0	43.6291947017
238.0	43.96915849
242.0	43.7448796398
246.0	43.6985423525
250.0	42.4328488358
254.0	42.8294948733
258.0	43.2388498325
262.0	44.4023910349
266.0	43.3312001033
270.0	43.4629260056
274.0	43.6291947017
278.0	43.96915849
282.0	43.7448796398
286.0	43.6985423525
290.0	42.4328488358
294.0	42.8294948733
298.0	43.2388498325
302.0	44.4023910349
306.0	43.3312001033
310.0	43.4629260056
314.0	43.6291947017
318.0	43.96915849
322.0	43.7448796398
326.0	43.6985423525
330.0	42.4328488358
334.0	42.8294948733
338.0	43.2388498325
342.0	44.4023910349
346.0	43.3312001033
350.0	43.4629260056
354.0	43.6291947017
358.0	43.96915849
362.0	43.7448796398
366.0	43.6985423525
370.0	42.4328488358
374.0	42.8294948733
378.0	43.2388498325
382.0	44.4023910349
386.0	43.3312001033
390.0	43.4629260056
394.0	43.6291947017
398.0	43.96915849
402.0	43.7448796398
406.0	43.6985423525
410.0	42.4328488358
414.0	42.8294948733
418.0	43.2388498325
422.0	44.4023910349
426.0	43.3312001033
430.0	43.4629260056
434.0	43.6291947017
438.0	43.96915849
442.0	43.7448796398
446.0	43.6985423525
450.0	42.4328488358
454.0	42.8294948733
458.0	43.2388498325
462.0	44.4023910349
466.0	43.3312001033
470.0	43.4629260056
474.0	43.6291947017
478.0	43.96915849
482.0	43.7448796398
486.0	43.6985423525
490.0	42.4328488358
494.0	42.8294948733
498.0	43.2388498325
502.0	44.4023910349
506.0	43.3312001033
510.0	43.4629260056
514.0	43.6291947017
518.0	43.96915849
522.0	43.7448796398
526.0	43.6985423525
530.0	42.4328488358
534.0	42.8294948733
538.0	43.2388498325
542.0	44.4023910349
546.0	43.3312001033
550.0	43.4629260056
554.0	43.6291947017
558.0	43.96915849
562.0	43.7448796398
566.0	43.6985423525
570.0	42.4328488358
574.0	42.8294948733
578.0	43.2388498325
582.0	44.4023910349
586.0	43.3312001033
590.0	43.4629260056
594.0	43.6291947017
598.0	43.96915849
602.0	43.7448796398
606.0	43.6985423525
610.0	42.4328488358
614.0	42.8294948733
618.0	43.2388498325
622.0	44.4023910349
626.0	43.3312001033
630.0	43.4629260056
634.0	43.6291947017
638.0	43.96915849
642.0	43.7448796398
646.0	43.6985423525
650.0	42.4328488358
654.0	42.8294948733
658.0	43.2388498325
662.0	44.4023910349
666.0	43.3312001033
670.0	43.4629260056
674.0	43.6291947017
678.0	43.96915849
682.0	43.7448796398
686.0	43.6985423525
690.0	42.4328488358
694.0	42.8294948733
698.0	43.2388498325
702.0	44.4023910349
706.0	43.3312001033
710.0	43.4629260056
714.0	43.6291947017
718.0	43.96915849
722.0	43.7448796398
726.0	43.6985423525
730.0	42.4328488358
734.0	42.8294948733
738.0	43.2388498325
742.0	44.4023910349
746.0	43.3312001033
750.0	43.4629260056
754.0	43.6291947017
758.0	43.96915849
762.0	43.7448796398
766.0	43.6985423525
770.0	42.4328488358
774.0	42.8294948733
778.0	43.2388498325
782.0	44.4023910349
786.0	43.3312001033
790.0	43.4629260056
794.0	43.6291947017
798.0	43.96915849
