# ps/frame	Tilt angle
4.0	44.1819116067
10.0	42.4328488358
16.0	43.0393761546
22.0	44.4023910349
28.0	43.557056136
34.0	43.6291947017
40.0	43.2729259943
46.0	43.6985423525
52.0	42.706906919
58.0	43.2388498325
64.0	43.6050467841
70.0	43.4629260056
76.0	43.1710433307
82.0	43.7448796398
88.0	44.1804427407
94.0	42.8294948733
100.0	43.925865334
106.0	43.3312001033
112.0	44.611929913
118.0	43.96915849
124.0	44.1819116067
130.0	42.4328488358
136.0	43.0393761546
142.0	44.4023910349
148.0	43.557056136
154.0	43.6291947017
160.0	43.2729259943
166.0	43.6985423525
172.0	42.706906919
178.0	43.2388498325
184.0	43.6050467841
190.0	43.4629260056
196.0	43.1710433307
202.0	43.7448796398
208.0	44.1804427407
214.0	42.8294948733
220.0	43.925865334
226.0	43.3312001033
232.0	44.611929913
238.0	43.96915849
244.0	44.1819116067
250.0	42.4328488358
256.0	43.0393761546
262.0	44.4023910349
268.0	43.557056136
274.0	43.6291947017
280.0	43.2729259943
286.0	43.6985423525
292.0	42.706906919
298.0	43.2388498325
304.0	43.6050467841
310.0	43.4629260056
316.0	43.1710433307
322.0	43.7448796398
328.0	44.1804427407
334.0	42.8294948733
340.0	43.925865334
346.0	43.3312001033
352.0	44.611929913
358.0	43.96915849
364.0	44.1819116067
370.0	42.4328488358
376.0	43.0393761546
382.0	44.4023910349
388.0	43.557056136
394.0	43.6291947017
400.0	43.2729259943
406.0	43.6985423525
412.0	42.706906919
418.0	43.2388498325
424.0	43.6050467841
430.0	43.4629260056
436.0	43.1710433307
442.0	43.7448796398
448.0	44.1804427407
454.0	42.8294948733
460.0	43.925865334
466.0	43.3312001033
472.0	44.611929913
478.0	43.96915849
484.0	44.1819116067
490.0	42.4328488358
496.0	43.0393761546
502.0	44.4023910349
508.0	43.557056136
514.0	43.6291947017
520.0	43.2729259943
526.0	43.6985423525
532.0	42.706906919
538.0	43.2388498325
544.0	43.6050467841
550.0	43.4629260056
556.0	43.1710433307
562.0	43.7448796398
568.0	44.1804427407
574.0	42.8294948733
580.0	43.925865334
586.0	43.3312001033
592.0	44.611929913
598.0	43.96915849
604.0	44.1819116067
610.0	42.4328488358
616.0	43.0393761546
622.0	44.4023910349
628.0	43.557056136
634.0	43.6291947017
640.0	43.2729259943
646.0	43.6985423525
652.0	42.706906919
658.0	43.2388498325
664.0	43.6050467841
670.0	43.4629260056
676.0	43.1710433307
682.0	43.7448796398
688.0	44.1804427407
694.0	42.8294948733
700.0	43.925865334
706.0	43.3312001033
712.0	44.611929913
718.0	43.96915849
724.0	44.1819116067
730.0	42.4328488358
736.0	43.0393761546
742.0	44.4023910349
748.0	43.557056136
754.0	43.6291947017
760.0	43.2729259943
766.0	43.6985423525
772.0	42.706906919
778.0	43.2388498325
784.0	43.6050467841
790.0	43.4629260056
796.0	43.1710433307
802.0	43.7448796398
808.0	44.1804427407
814.0	42.8294948733
820.0	43.925865334
826.0	43.3312001033
832.0	44.611929913
838.0	43.96915849
844.0	44.1819116067
850.0	42.4328488358
856.0	43.0393761546
862.0	44.4023910349
868.0	43.557056136
874.0	43.6291947017
880.0	39.6608007339
886.0	39.9796794704
892.0	40.2877332702
898.0	39.7732150251
904.0	39.152102002
910.0	39.9533840298
916.0	38.5304345563
922.0	40.2753122463
928.0	40.6451616632
934.0	41.0859096671
940.0	42.6928231823
946.0	42.4995896855
952.0	42.3906590861
958.0	42.8428730922
964.0	41.8815793674
970.0	42.7322622805
976.0	41.6551516814
982.0	42.9289432125
988.0	42.8110244884
994.0	42.5040796883
1000.0	42.5008507178
1006.0	41.9965472521
1012.0	41.8545412283
1018.0	41.4133261526
1024.0	41.7532033889
1030.0	41.0786159743
1036.0	40.1957971571
1042.0	39.8072754164
1048.0	40.9165535311
1054.0	42.6324740084
1060.0	41.9623531332
1066.0	43.3102872136
1072.0	41.1890869799
1078.0	43.4338023806
1084.0	42.6527816356
1090.0	43.2068193112
1096.0	42.3997573193
1102.0	42.2896279132
1108.0	42.3368784799
1114.0	42.5519250566
1120.0	44.5877440815
1126.0	43.981635758
1132.0	43.1378725327
1138.0	43.2988239631
1144.0	43.2730926975
1150.0	43.5327379209
1156.0	42.1029506202
1162.0	40.8332695961
1168.0	39.6598471433
1174.0	40.6387915201
1180.0	40.9261643964
1186.0	41.2021057704
1192.0	41.5900892213
1198.0	41.0825568654
1204.0	42.6992710978
1210.0	42.1207771173
1216.0	41.8110576747
1222.0	41.676347107
1228.0	42.3823805376
1234.0	43.849057577
1240.0	43.2729259943
1246.0	43.6985423525
1252.0	42.706906919
1258.0	43.2388498325
1264.0	43.6050467841
1270.0	43.4629260056
1276.0	43.1710433307
1282.0	43.7448796398
1288.0	44.1804427407
1294.0	42.8294948733
1300.0	43.925865334
1306.0	43.3312001033
1312.0	44.611929913
1318.0	43.96915849
1324.0	44.1819116067
1330.0	42.4328488358
1336.0	43.0393761546
1342.0	44.4023910349
1348.0	43.557056136
1354.0	43.6291947017
1360.0	43.2729259943
1366.0	43.6985423525
1372.0	42.706906919
1378.0	43.2388498325
1384.0	43.6050467841
1390.0	43.4629260056
1396.0	43.1710433307
1402.0	43.7448796398
1408.0	44.1804427407
1414.0	42.8294948733
1420.0	43.925865334
1426.0	43.3312001033
1432.0	44.611929913
1438.0	43.96915849
1444.0	44.1819116067
1450.0	42.4328488358
1456.0	43.0393761546
1462.0	44.4023910349
1468.0	43.557056136
1474.0	43.6291947017
1480.0	43.2729259943
1486.0	43.6985423525
1492.0	42.706906919
1498.0	43.2388498325
1504.0	43.6050467841
1510.0	43.4629260056
1516.0	43.1710433307
1522.0	43.7448796398
1528.0	44.1804427407
1534.0	42.8294948733
1540.0	43.925865334
1546.0	43.3312001033
1552.0	44.611929913
1558.0	43.96915849
1564.0	44.1819116067
1570.0	42.4328488358
1576.0	43.0393761546
1582.0	44.4023910349
1588.0	43.557056136
1594.0	43.6291947017
1600.0	43.2729259943
1606.0	43.6985423525
1612.0	42.706906919
1618.0	43.2388498325
1624.0	43.6050467841
1630.0	43.4629260056
1636.0	43.1710433307
