# Time(ps)	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	AVERAGE
0.0	26.9302036227	23.804439464	33.5354501002	29.0092186485	34.4133462905	31.2653342823	27.8967216206	29.0137891681	38.9610452704	36.9146063127	22.7666649288	23.1484760485	27.2923762321	31.6192160757	22.157651241	33.9774179167	26.1812915586	36.2411723386	25.2099476458	28.8209580246	64.1979260955	53.1574782426	86.373044198	65.6264120151	45.4331394917	50.7827698914	57.691174324	64.5258916668	74.5882269737	45.7779144528	64.4214823781	71.6152455465	62.2317939837	58.95942346	48.9062190733	48.2580847007	51.9865765971	52.1319517423	74.4790846077	54.9539252699	47.4556124975	50.8820711029	72.0995946482	38.0087398863	52.4395729981	52.8757020888	52.6389695398	60.4242130374	44.8124566928	66.2785513473	46.4634515068
5.0	24.8571675227	24.2980530799	34.137473258	30.325455805	33.4976157802	34.5353456944	30.6831641299	29.7710450608	35.8295537528	32.2396908014	18.9759909337	22.5223391189	29.9105149028	33.3063466726	23.3650919573	30.0906946931	29.095018027	36.2214595756	22.4386065985	26.1234900374	68.3966513068	51.9221496508	82.6752325169	66.7930190433	46.8041195778	48.2636618841	55.9250821973	65.6312543831	68.9174832835	47.1440788591	65.1563466044	72.9222408923	60.7889259824	59.8319493833	52.8349526828	50.2947351445	54.4298135794	50.5593085296	73.787981904	55.1776262627	51.9251869761	52.2091738609	68.7671028756	37.2324081246	55.3661093497	52.4651311788	50.9733009592	55.5102069046	52.7849125643	65.4588543872	46.463462365
10.0	25.2791608008	25.0781427367	29.2616726767	29.0484758713	27.6488970246	39.1414696624	30.5268741692	27.0851575879	40.8670854973	30.7128377098	19.3687078239	22.3771937967	28.7036024165	36.2313633595	21.9980405705	33.424628603	28.2849921232	34.4390972483	23.7472264617	29.0271551399	59.544430497	49.7640448585	84.96777246	61.1964461271	47.5330122808	49.8194159273	61.7348392594	65.4469110109	71.2337336401	43.3205660857	61.2326614663	79.7472357669	64.5090545315	58.9452634373	49.7770340822	46.2369559354	50.882885028	45.1865334578	76.9089616693	58.4655216656	53.3184787244	54.2092006365	71.6504871978	42.71565386	60.4812004747	48.7615312888	50.356132013	53.6957716365	50.7756844239	68.503070257	46.4634454196
15.0	24.7924762524	25.377452984	29.7731750756	29.224595033	30.4692966777	36.8402720809	31.1687665055	28.9839933809	39.2065062408	33.705124335	20.7933285698	22.8154585566	28.0413361397	34.1282162313	23.3535008955	33.0324533134	26.2467235825	31.4388409802	19.6758230526	28.7050404637	63.1466141803	48.7613772094	84.2052884421	62.2359135192	45.0099880285	52.0657407857	60.6667516171	61.2432127887	68.6707307438	44.685929558	66.1612042026	75.9209823457	63.2194971424	54.7059280131	55.3377913549	46.5683118045	49.0205729605	48.2293175404	80.0722251701	60.7842240233	55.8529272053	49.5208625041	73.6388151884	38.0583526089	57.770462188	53.330884217	50.7272803189	56.2221936281	50.7356579433	68.8313170397	46.4634546925
20.0	24.3056701256	24.4910643879	30.4562029478	25.7922496427	32.033219383	33.3128125805	31.2587124743	30.2469349805	34.7735138833	33.2371821609	21.6202214995	25.539574645	28.4879074295	37.3382637304	23.3450686954	34.3671791881	27.2391818382	31.7030178325	18.6686527246	30.2269074503	64.4613830926	50.7681798023	87.4691067426	58.4233640105	45.7428453856	50.9779445922	61.2540751595	60.6144706726	71.3962575484	44.3808956063	61.2723979794	78.1847189573	67.5418093769	56.9276827266	55.7045970905	48.6837930049	51.0777928536	47.7131318109	71.9230873722	56.3639855819	61.8500442187	49.4436223324	70.3924464615	43.1725519815	55.8430961861	49.4958864791	48.4300403024	54.2087639324	54.1679191339	66.8433379672	46.4634553192
25.0	25.2835988125	23.9517507642	27.6342666478	27.4798155356	32.5913528081	31.612244636	31.4560774278	30.289961001	32.9188873229	39.2473585447	20.1245973417	24.5173770519	24.2261284866	34.8792491533	23.9578798169	36.2251015337	27.117986502	34.546259416	17.2117724495	31.674807185	63.6650661675	54.9508535825	82.7556310975	63.0648633367	45.0021805241	54.7628051754	60.9969887178	57.9456206893	69.2358941763	45.7094323092	63.1121618723	73.4556326906	64.7065772855	50.8303054535	58.5185048096	50.6296788711	56.5694609557	50.4225762619	64.7736691127	59.7127911733	57.733955506	46.8576141544	71.0358157517	48.9639353791	54.7131541364	50.2256699222	50.8780699701	58.6375474306	49.9281924558	66.4299717654	46.4634218634
30.0	23.9685181874	24.0439568392	26.0706591607	29.1374096208	35.0112563419	32.4046440969	28.5779250785	30.7299991879	36.5053987772	40.3493260529	20.0043125995	23.9909798124	23.7583588889	33.3481181209	23.448612891	34.7795191831	26.8346232971	35.252019431	20.8529347349	25.4380759829	68.8387927672	53.8370852207	80.8584655154	65.9734975257	45.7038646374	57.6097825354	58.4883850708	60.4388425693	73.4405456373	48.7064540209	63.4145919468	69.6752654115	60.0208597355	54.0497719965	56.6729771403	50.6807047753	52.6568227209	51.2834811711	72.6178101024	58.8193299829	55.9109821068	47.1302957271	76.1227382136	45.359741482	49.1742348111	48.447748684	51.1253902339	58.4402417228	50.9759144184	62.1916166269	46.4634576559
35.0	27.2396951941	23.1553580632	29.4659061573	28.6399232152	33.3374445889	31.6618294108	33.2358743269	29.4959538935	31.8027542745	37.3019773085	21.0149201522	23.4665786338	25.7046210317	35.5070297111	22.361905168	31.6456444358	26.2646772942	34.8076108704	15.6483986129	24.3248995817	71.7062131795	55.4654136623	88.4367112598	61.8288213283	47.9089155677	61.1798312784	55.7416377952	60.1042527803	68.3340061865	43.9249743813	65.5372417731	70.0057363221	60.826377304	55.2711486476	55.0681891098	52.9039715834	53.7801175484	50.2448322104	68.4790890872	53.8579449892	58.9671259524	49.0643424936	77.923569293	46.8661082223	54.2680119801	46.8308856777	52.1462198859	55.3914259108	51.5034919506	63.5229748407	46.4634516825
40.0	26.5399312535	24.1164060146	27.7296754705	29.5303267023	40.6582753931	37.9329136969	30.1140979547	27.5554780956	38.2551479643	34.5250137423	21.4442091021	23.3603238851	25.8268296017	33.0265267647	23.3547614926	35.5897769909	26.835542967	32.1036310042	19.3057190189	27.3642298939	71.2611699491	55.2351603736	80.6906748476	56.9935717615	47.8680641174	56.5745867686	54.4048165992	65.4129591952	68.1040772522	46.2088917882	67.5813088488	70.5657088853	58.4973205843	54.9536430997	56.1129247165	46.1896955435	58.5734043621	50.2424669991	72.0430815586	49.3278526912	55.5298350918	52.0072744903	71.0881511049	47.7040789762	57.7259141582	48.9165441355	54.8374289418	53.8207812253	48.2022426419	61.3298955804	46.4634468659
45.0	26.1509969035	24.4132916959	25.6464545652	29.7523016782	36.7405589685	35.3052306272	34.6138115189	29.4334205782	40.3270278531	31.6968397424	19.7618372042	23.4371509899	26.7685526437	33.7357037103	26.0742563404	33.0952701706	26.834636532	34.7602396279	19.5648309599	30.1769903524	65.3392631493	54.5110194065	74.4642263073	59.4791951647	45.7928883267	54.7877671676	60.8498130051	61.180211916	66.8174824136	48.5959136609	64.8782357018	73.3597936521	57.9889666651	54.4902535828	56.1668112143	55.6720133371	58.4108948556	54.6373229984	68.1338826765	50.8517229126	57.7414602465	46.8372571997	71.6905534409	47.2598565618	57.2630582148	47.3337604909	54.5800643407	57.3168163825	47.2761014549	61.1762148888	46.46344448
