# ps/frame	Tilt angle
2	59.6425996083
4	62.0642512945
6	58.9283920134
8	64.8311319707
10	55.911723125
12	63.5185677217
14	58.9355404178
16	59.9886128921
18	63.0555940364
20	58.790238297
22	64.0483978189
24	63.4522645409
26	64.6514193303
28	61.5980074538
30	59.4442958953
32	64.6622876505
34	66.6753641327
36	68.110719258
38	65.6684469453
40	67.5069061628
