# ps/frame	Tilt angle
2	82.9757033756
4	75.907669608
6	75.9664718218
8	80.7875082295
10	83.8730906646
12	85.1829501382
14	77.79190015
16	82.0704484518
18	82.0189885744
20	80.4996755131
22	84.7472699418
24	80.6365753383
26	82.0710836355
28	80.2501242758
30	76.6236882176
32	80.7156245173
34	81.1867913753
36	79.8012164905
38	79.6947972528
40	77.1380772612
