# Degree	Number_of_Sterols
0.0	0.0
0.1	5.68181818182e-05
0.2	0.0
0.3	5.68181818182e-05
0.4	0.000170454545455
0.5	0.000170454545455
0.6	0.000227272727273
0.7	0.000170454545455
0.8	0.0
0.9	0.000113636363636
1.0	0.000397727272727
1.1	0.000511363636364
1.2	0.000511363636364
1.3	0.000340909090909
1.4	0.000227272727273
1.5	0.000284090909091
1.6	0.000738636363636
1.7	0.000397727272727
1.8	0.000454545454545
1.9	0.000625
2.0	0.000625
2.1	0.000568181818182
2.2	0.000738636363636
2.3	0.000852272727273
2.4	0.000909090909091
2.5	0.000625
2.6	0.00153409090909
2.7	0.000568181818182
2.8	0.000625
2.9	0.000625
3.0	0.000738636363636
3.1	0.00119318181818
3.2	0.000852272727273
3.3	0.00130681818182
3.4	0.00107954545455
3.5	0.000965909090909
3.6	0.00119318181818
3.7	0.000965909090909
3.8	0.000795454545455
3.9	0.00130681818182
4.0	0.00107954545455
4.1	0.00136363636364
4.2	0.00130681818182
4.3	0.00159090909091
4.4	0.00102272727273
4.5	0.00204545454545
4.6	0.00130681818182
4.7	0.00113636363636
4.8	0.00153409090909
4.9	0.00232954545455
5.0	0.00142045454545
5.1	0.00176136363636
5.2	0.001875
5.3	0.00136363636364
5.4	0.00170454545455
5.5	0.00198863636364
5.6	0.00147727272727
5.7	0.00204545454545
5.8	0.00221590909091
5.9	0.00176136363636
6.0	0.00159090909091
6.1	0.00198863636364
6.2	0.00147727272727
6.3	0.00170454545455
6.4	0.00232954545455
6.5	0.00215909090909
6.6	0.00181818181818
6.7	0.0025
6.8	0.00215909090909
6.9	0.00176136363636
7.0	0.00221590909091
7.1	0.00210227272727
7.2	0.00215909090909
7.3	0.00153409090909
7.4	0.00142045454545
7.5	0.00221590909091
7.6	0.00278409090909
7.7	0.00198863636364
7.8	0.00255681818182
7.9	0.0025
8.0	0.00238636363636
8.1	0.00204545454545
8.2	0.00255681818182
8.3	0.00215909090909
8.4	0.00272727272727
8.5	0.00176136363636
8.6	0.00221590909091
8.7	0.00244318181818
8.8	0.00261363636364
8.9	0.00244318181818
9.0	0.00403409090909
9.1	0.00346590909091
9.2	0.00278409090909
9.3	0.00323863636364
9.4	0.00261363636364
9.5	0.00318181818182
9.6	0.00306818181818
