# Time(ps)	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	48	49	50
0.0	36.2141898136	24.4898654234	32.8988921887	33.9322098522	26.2635923773	35.2048290053	23.4377584643	19.4585768549	36.4970720142	21.1268671408	32.1330697299	26.3730268761	30.3700909683	32.5661489897	28.3917550799	30.106585084	27.872346522	28.1639910598	28.7268284783	34.4441004946	58.6685960118	53.0752057899	53.4111393585	55.2136759923	50.4409766164	61.1858162614	45.209489609	59.2739686918	55.2672274735	59.711346977	48.887349533	45.7917379311	58.7827579875	50.4936707191	55.4853702444	46.7855917211	50.362042379	74.7389875956	55.0396347606	48.4967628303	47.1050580357	59.414629248	54.8690184841	54.8457848631	48.7266702537	61.4565181966	62.72444207	55.1881796285	53.7496216756	57.683674516	44.6151348374
5.0	31.7145043347	25.7134559653	35.8827323616	32.0886179716	27.5493736313	34.2567085816	26.4498871314	21.6681031393	33.3488679969	19.6232157444	29.3913235021	30.6399268113	29.6148166777	29.3362089337	26.8810776652	28.7564284415	29.1822207795	25.9801532879	28.0642957865	32.2746409563	56.1171391158	57.1286915521	58.4032665426	52.8445454474	54.4640345911	57.4418155191	44.7555463507	60.8072939642	53.7981299595	59.5223826628	54.5045330041	49.6381369378	60.8104844554	47.1043533485	56.253806664	50.651926635	57.1448823977	74.9937952236	58.4907857679	51.8030100616	47.6234921492	65.4262983651	48.3110031201	48.8828139836	48.471281236	60.8914338439	58.3094297287	49.760955447	55.3850823782	52.5992405974	44.615123015
10.0	36.5356691311	27.1581525194	34.1648849609	33.3934835213	27.7776842894	30.8847208648	26.6207917392	22.2930206596	30.0639165791	22.3100213567	28.8722713272	29.4874946484	30.0975415746	30.4332516294	25.5308906154	33.5475228844	30.5859711358	30.629774784	28.8066140713	38.7846185117	58.2904270302	54.6837397757	60.5501475786	55.3453681906	49.0286807919	56.1631335769	55.2015572191	54.9849940966	52.7198437148	54.2560045726	55.4730606039	44.5014901221	61.1319550698	50.8719268509	52.6391113321	50.2772640187	49.4916383975	68.2951740983	54.570941382	49.7829982605	47.6123001159	59.4412393101	54.9482145645	47.8373253247	44.9013111027	58.9609943593	66.5298115082	53.0813214511	56.3810359996	54.8242153722	44.6151104519
15.0	33.4272678043	25.7020033257	37.3724169719	31.9815762637	29.2574532615	29.1578214912	28.4125340756	19.3491622036	32.8603672446	22.0305574082	29.1575015868	30.4705943433	28.2390637942	27.8972006639	27.5248623887	30.2678007216	31.6027933267	28.096025925	27.9708029014	32.6048023731	54.1252259299	52.6196916081	59.7612000447	58.5829891682	50.9012769976	57.6504773027	49.1368646127	61.5461539515	51.7491956758	56.2537945895	49.4167396029	46.4552099413	57.0526462038	51.0745783135	59.875301913	51.1719384598	48.1955862444	69.7245447464	61.5078434651	49.6736311217	49.5937577609	60.3448092723	53.9207589796	49.0322225592	48.6122269199	55.9507554755	65.2545185576	51.357642302	60.1914685127	56.6402482847	44.6151181318
20.0	35.254382594	24.8293872459	30.8518967455	27.0650718835	28.102949303	30.8021671984	25.5616308723	18.5983100337	30.0629542189	19.8341938689	29.362041002	30.4233321198	29.995364132	31.6829311144	30.351638181	29.4789933176	31.0083193599	24.5784214866	28.8329744606	31.3390848587	55.9526138292	50.7115272168	56.950468742	54.902504002	51.9835647945	58.1334557882	51.2746017495	59.987784737	52.9260835568	52.1929154751	47.0772494467	49.6149200192	54.971786351	52.9852743907	58.9692208096	49.6322549665	50.3789731301	74.0200436524	56.0861016711	53.1442534417	51.1344948614	59.6150765569	58.9382745687	51.4433310477	51.6289598231	65.0904702444	68.6796476466	55.1935342504	53.9462566217	55.1745038786	44.6151238253
25.0	35.9493029938	26.7954625445	32.0504569486	31.9710889126	29.112498346	30.0792564178	25.1180994843	19.6103669573	30.453007759	21.8782722261	33.6918295218	26.8642511172	32.841834989	28.6408646551	27.1437688552	31.0206406428	31.8212234607	22.0251208335	32.7157911382	33.0359186342	53.2230982717	49.0736828985	61.9182734815	57.872079545	53.2496744621	57.8837994413	46.1422806204	64.137917723	57.3461040532	55.9337909779	48.9096699721	47.906570076	57.1255521293	49.8014011307	54.9744086641	47.7034796567	49.1267851889	72.0535911416	55.7710683815	53.8659432758	48.3649225425	61.6052074895	62.7478910847	52.3892813627	46.2000389321	65.0284540497	57.0598183658	49.8655398728	57.8825206813	52.7742151662	44.6151223415
30.0	33.3182067589	25.2807710653	29.8123044727	29.0026934528	31.5415533861	33.0808614436	26.3153748262	21.8725299653	32.0491192663	21.5542109012	31.8978733788	29.8087539458	31.6833844527	29.8694448151	29.3122088461	29.3687839598	28.7513010781	22.8915712935	29.4656367499	31.7118799693	56.1575709817	57.8592634497	56.8274476885	57.6906489593	56.5841972907	55.3193459091	50.7177421046	58.1819978396	53.3264501899	53.7228684001	48.9419394045	47.0618336006	57.7200278495	50.4440918246	53.6690717453	47.76090909	52.5283640063	74.1770701634	57.4202880449	52.6176876396	46.8816467855	63.5485206975	54.9508408212	52.1781517499	50.1928159414	68.102074097	56.1958636215	52.4287932076	53.2006552374	55.7590057585	44.6151129625
35.0	33.0271337856	27.4453979497	28.8009668595	31.9027005292	28.4388054071	35.4025551518	29.1159700974	20.6102090462	29.3320191472	18.6048762975	31.3913143976	28.7537102157	34.1371823399	34.1048001408	33.5222327814	30.0548581624	30.2537540597	25.647556776	30.6872884854	34.0592589135	56.0691411571	57.4778092078	56.9735410242	55.2550522392	53.8586152661	58.9703826335	54.5876804844	56.2288697221	54.7503636026	52.3013273575	51.1736291065	46.8167148851	56.7043492606	49.1910112251	54.6801343554	52.8184959743	48.3253540481	71.2167656079	52.8499936013	51.6732548262	48.9064800706	57.93874743	55.2661315317	50.8477078259	46.3241513697	66.7120240153	57.0195472778	50.9132128593	51.0021632397	58.610523154	44.6151152981
40.0	36.1322809824	26.1246949453	31.8602103007	31.6795259798	23.9093267631	34.3090527077	26.1271713555	23.1335704603	28.4512512464	18.4808002183	31.2449544787	27.7257577032	35.1211760669	32.0258822337	32.5804362835	26.5509764421	28.1858915187	24.7502275063	28.9656919625	35.7778529976	50.8325452142	54.3174420919	54.4453108578	54.7143078011	51.1730338521	64.1155272819	50.4735522765	60.0470671931	56.2831062807	49.8703360225	47.9988371928	43.5905386468	59.31880923	52.2855575686	55.3514607855	50.1827314719	51.6047956742	72.2388692181	54.8720512151	54.3978300462	50.8431457642	53.227268421	56.2506589188	55.1113462857	47.3093137103	66.2266439772	65.0802330691	50.9937235252	55.3620288933	59.1013271891	44.6151226366
45.0	36.3719643011	27.2753870335	33.2345672842	35.2901197842	25.8614941036	38.2187082671	31.4236496668	22.4564268649	29.0108207845	18.6658087128	29.2018213796	25.9783920716	34.7479911371	34.0810833685	28.4296306933	31.4544347674	31.427084164	24.7701509892	29.4033182351	34.2862262918	49.413754231	60.4207670629	53.1012020289	51.0675766445	50.9912302942	58.0611241921	49.3844730667	57.818446084	51.9531027619	47.4370459958	46.3856989386	50.6791952468	65.2707197219	48.9209596888	51.3235565601	46.5221332504	48.4811899853	72.4223580043	57.484258766	56.1650694722	52.9213116251	54.6090640694	55.2819274411	51.5922711935	43.6722549178	65.157304446	64.6082372335	53.7466778319	54.6810240555	59.5928314169	44.6151169226
