# Bin ranges
#	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0
# Range	Density
2.0	0.127399145522
3.0	0.28062248415
4.0	0.300150303483
5.0	0.326329322268
6.0	0.316093675321
7.0	0.303514471462
8.0	0.205377380178
9.0	0.135478607414
10.0	0.0878512246084
11.0	0.165388255886
12.0	0.249779923765
13.0	0.26142134391
14.0	0.265821155583
15.0	0.237831492176
16.0	0.211869613494
17.0	0.154849772587
18.0	0.0564565708854
