# Time(ps)	RMSD(A)
# Alignment selection: name CA
# RMSD calculation selection: name CA
# Created on: 2013-06-03 14:15:03.571858
0 1.970379
100 1.858747
200 1.680431
300 1.995840
400 2.219372
500 1.980043
600 1.954219
700 1.474105
800 1.279018
900 1.572476
1000 1.813368
1100 2.024958
1200 1.878419
1300 1.703352
1400 1.950695
1500 2.181476
1600 2.171343
1700 1.814955
1800 2.055987
1900 2.198480
2000 1.958575
2100 2.158724
2200 2.667425
2300 2.657458
2400 2.502325
2500 2.628399
2600 2.584968
2700 2.628480
2800 2.608231
2900 2.757364
3000 2.354148
3100 2.339305
3200 2.771848
3300 2.775426
3400 2.619711
3500 2.711183
3600 2.822874
3700 2.663565
3800 2.685636
3900 2.497469
4000 2.576139
4100 2.769524
4200 2.683666
4300 2.709835
4400 2.582245
4500 2.490277
4600 2.519196
4700 2.468037
4800 2.645658
4900 2.538027
5000 2.508275
5100 2.461936
5200 2.677413
5300 2.664182
5400 2.331433
5500 2.264587
5600 2.468576
5700 2.581685
5800 2.555001
5900 2.755959
6000 2.414300
6100 2.620445
6200 2.572010
6300 2.644028
6400 2.439403
6500 2.641568
6600 2.505878
6700 2.422401
6800 2.451192
6900 2.980344
7000 2.884830
7100 2.827335
7200 2.906197
7300 2.956798
7400 3.033214
7500 2.920160
7600 2.698042
7700 3.006957
7800 2.703904
7900 2.994521
8000 2.810500
8100 2.794230
8200 2.985610
8300 3.182334
8400 2.895073
8500 2.770762
8600 2.911954
8700 2.911876
8800 3.080849
8900 3.287924
9000 3.069198
9100 3.234548
9200 3.223892
9300 3.025372
9400 3.142594
9500 3.200891
9600 3.106504
9700 3.287303
9800 2.774328
9900 2.932766
10000 3.028821
10100 2.785880
10200 2.863894
10300 3.056142
10400 3.011639
10500 3.099652
10600 3.067048
10700 3.230447
10800 3.079426
10900 2.874417
11000 3.158545
11100 3.252806
11200 3.149816
11300 2.869047
11400 3.125656
11500 3.152117
11600 3.218340
11700 3.274867
11800 3.233488
11900 3.076766
12000 2.897674
12100 3.067493
12200 3.149415
12300 2.920405
12400 3.216454
12500 3.182284
12600 3.054602
12700 2.785251
12800 3.065284
12900 3.013463
13000 3.006579
13100 2.889001
13200 2.866163
13300 2.971220
13400 3.004512
13500 3.138108
13600 2.878940
13700 3.071187
13800 2.968955
13900 3.049015
14000 3.117796
14100 2.960550
14200 2.932445
14300 2.917644
14400 2.709538
14500 2.809896
14600 2.903788
14700 3.049535
14800 2.802302
14900 3.145798
15000 3.055509
15100 3.171574
15200 3.130407
15300 2.946827
15400 2.824704
15500 3.121152
15600 3.113547
15700 2.840821
15800 3.079586
15900 2.900293
16000 2.840583
16100 2.952477
16200 3.022748
16300 2.969432
16400 3.098509
16500 2.845234
16600 2.879469
16700 3.114473
16800 2.876476
16900 2.873628
17000 2.962310
17100 2.852600
17200 2.950339
17300 2.978552
17400 3.055326
17500 2.896710
17600 3.169971
17700 3.074967
17800 3.052518
17900 3.149521
18000 3.033953
18100 2.828383
18200 3.108206
18300 3.195578
18400 3.122260
18500 2.918439
18600 3.284130
18700 3.361491
18800 3.197356
18900 2.996336
19000 3.178982
19100 3.271251
19200 3.356207
19300 3.126314
19400 3.189139
19500 3.056068
19600 2.763728
19700 3.130933
19800 2.947632
19900 3.114116
20000 3.135824
20100 3.148572
20200 3.114666
20300 3.130460
20400 3.048154
20500 3.151907
20600 3.197146
20700 3.201420
20800 3.144423
20900 3.152804
21000 3.223667
21100 3.078999
21200 2.781504
21300 2.942479
21400 3.138232
21500 3.060815
21600 3.104201
21700 3.144413
21800 2.755491
21900 3.148441
22000 3.073229
22100 3.157855
22200 2.957725
22300 3.083849
22400 2.843435
22500 2.875923
22600 2.851824
22700 2.829869
22800 2.841229
22900 3.003510
23000 2.912789
23100 2.838633
23200 2.939801
23300 2.857695
23400 2.813649
23500 3.154434
23600 3.149551
23700 2.999752
23800 2.974531
23900 3.143183
24000 3.114026
24100 2.881273
24200 3.078530
24300 3.193627
24400 2.983957
24500 2.722540
24600 2.920246
24700 3.054733
24800 3.058690
24900 2.991306
25000 2.907933
25100 2.965180
25200 2.994375
25300 2.941661
25400 3.022642
25500 2.944645
25600 3.084015
25700 2.866871
25800 3.001662
25900 2.895103
26000 2.893179
26100 2.808269
26200 3.026983
26300 3.133191
26400 3.156662
26500 2.597320
26600 2.673192
26700 2.810036
26800 3.087941
26900 3.181943
27000 2.942029
27100 3.061305
27200 2.948379
27300 3.064203
27400 3.160752
27500 3.021024
27600 2.940203
27700 3.175869
27800 2.785960
27900 3.164295
28000 3.065482
28100 3.085291
28200 3.218303
28300 3.173785
28400 2.928650
28500 3.001273
28600 3.048381
28700 3.194396
28800 3.189681
28900 3.176642
29000 2.980650
29100 3.095889
29200 3.221944
29300 2.815327
29400 3.149637
29500 3.100413
29600 3.224510
29700 2.997994
29800 2.694402
29900 3.081450
30000 3.303013
30100 3.304508
30200 3.203799
30300 3.414617
30400 3.063489
30500 2.875755
30600 3.047299
30700 2.876348
30800 3.052536
30900 3.088433
31000 2.674495
31100 3.011629
31200 2.993397
31300 3.054504
31400 2.678110
31500 2.919021
31600 3.216155
31700 3.252276
31800 3.159783
31900 3.075762
32000 3.183844
32100 2.941202
32200 3.078610
32300 2.905070
32400 2.968780
32500 2.899320
32600 3.233235
32700 3.083479
32800 2.862123
32900 2.827754
33000 2.929841
33100 2.649467
33200 2.936619
33300 3.121295
33400 3.002212
33500 2.950784
33600 3.108118
33700 3.117644
33800 3.058475
33900 2.941741
34000 3.208910
34100 3.088639
34200 2.866269
34300 2.802159
34400 3.043033
34500 3.112208
34600 3.080573
34700 2.725900
34800 2.747273
34900 2.908055
35000 3.168098
35100 3.183175
35200 3.115005
35300 3.131266
35400 3.024379
35500 3.112067
35600 3.445373
35700 3.104166
35800 3.155768
35900 3.186748
36000 3.298279
36100 3.067264
36200 2.893102
36300 2.780767
36400 3.232933
36500 3.152030
36600 2.831808
36700 3.114942
36800 2.859296
36900 2.901079
37000 3.085425
37100 2.805417
37200 2.826259
37300 3.038807
37400 2.846003
37500 2.799908
37600 2.695096
37700 3.003638
37800 2.586880
37900 2.765391
38000 2.996739
38100 2.900461
38200 3.151385
38300 3.000052
38400 3.309053
38500 2.591824
38600 2.903581
38700 2.931084
38800 2.779645
38900 2.661346
39000 2.481821
39100 2.274895
39200 2.409223
39300 2.631143
39400 2.565586
39500 2.629176
39600 2.551922
39700 2.356361
39800 2.604436
39900 2.455903
40000 2.726982
40100 2.581502
40200 2.387541
40300 2.636534
40400 2.626932
40500 2.419860
40600 2.481038
40700 2.569736
40800 2.358354
40900 2.407054
41000 2.617106
41100 2.661328
41200 2.448839
41300 2.413759
41400 2.417608
41500 2.359460
41600 2.425538
41700 2.507105
41800 2.646305
41900 2.666475
42000 2.556306
42100 2.356301
42200 2.377548
42300 2.038360
42400 1.893872
42500 1.923935
42600 2.341441
42700 2.643307
42800 2.463837
42900 2.341987
43000 2.285090
43100 2.673184
43200 2.246411
43300 2.385249
43400 2.577810
43500 2.554705
43600 2.782620
43700 3.097201
43800 3.178997
43900 2.744008
44000 2.892472
44100 2.858441
44200 2.502672
44300 2.833218
44400 2.952221
44500 3.033650
44600 2.813596
44700 2.903188
44800 3.164087
44900 2.941450
45000 2.904663
45100 3.155979
45200 3.029607
45300 3.063632
45400 3.071487
45500 3.303841
45600 2.780776
45700 2.675915
45800 2.979286
45900 2.973690
46000 2.946538
46100 2.735995
46200 2.828937
46300 3.189797
46400 3.094711
46500 3.042268
46600 2.505589
