# ps/frame	X-axis	Y-axis	Z-axis	Alpha	Beta	Gamma	Volumn
0.0	93.1383	93.1383	82.3925	90.0	90.0	90.0	714733.30449
2.0	93.012	93.012	82.5436	90.0	90.0	90.0	714104.515644
4.0	93.0432	93.0432	82.7233	90.0	90.0	90.0	716138.157821
6.0	93.1419	93.1419	82.8305	90.0	90.0	90.0	718588.491234
8.0	92.9342	92.9342	82.7617	90.0	90.0	90.0	714794.172531
10.0	92.9553	92.9553	82.8813	90.0	90.0	90.0	716151.128923
12.0	92.7782	92.7782	82.7927	90.0	90.0	90.0	712663.155288
