# Degree	Number_of_Sterols
0.0	0.0
0.1	1.85873605948e-05
0.2	4.18215613383e-05
0.3	0.000130111524164
0.4	0.000116171003717
0.5	0.000206784386617
0.6	0.000230018587361
0.7	0.000239312267658
0.8	0.000332249070632
0.9	0.000390334572491
1.0	0.000381040892193
1.1	0.000399628252788
1.2	0.000434479553903
1.3	0.000450743494424
1.4	0.000497211895911
1.5	0.000539033457249
1.6	0.000636617100372
1.7	0.000724907063197
1.8	0.000692379182156
1.9	0.000683085501859
2.0	0.000738847583643
2.1	0.000915427509294
2.2	0.000866635687732
2.3	0.000936338289963
2.4	0.000871282527881
2.5	0.000987453531599
2.6	0.00101765799257
2.7	0.00102462825279
2.8	0.0010873605948
2.9	0.00112918215613
3.0	0.00119656133829
3.1	0.00119191449814
3.2	0.00131737918216
3.3	0.00133596654275
3.4	0.0013406133829
3.5	0.00131040892193
3.6	0.00142657992565
3.7	0.00145910780669
3.8	0.0015032527881
3.9	0.00148698884758
4.0	0.00161942379182
4.1	0.00160548327138
4.2	0.00174953531599
4.3	0.00162871747212
4.4	0.00166589219331
4.5	0.0017123605948
4.6	0.00177276951673
4.7	0.00175882899628
4.8	0.00188661710037
4.9	0.00187732342007
5.0	0.00202602230483
5.1	0.00189358736059
5.2	0.00194005576208
5.3	0.00197955390335
5.4	0.00209107806691
5.5	0.00211895910781
5.6	0.00210501858736
5.7	0.00208410780669
5.8	0.00214219330855
5.9	0.00230715613383
6.0	0.00215845724907
6.1	0.00219563197026
6.2	0.00227462825279
6.3	0.00214916356877
6.4	0.00226998141264
6.5	0.00245585501859
6.6	0.00241171003717
6.7	0.0024186802974
6.8	0.00270446096654
6.9	0.0026626394052
7.0	0.00264172862454
7.1	0.00256273234201
7.2	0.00270446096654
7.3	0.00247908921933
7.4	0.00264869888476
7.5	0.00259758364312
7.6	0.00269749070632
7.7	0.00274860594796
7.8	0.0026719330855
7.9	0.00284851301115
8.0	0.00281366171004
8.1	0.00283921933086
8.2	0.00299953531599
8.3	0.00282295539033
8.4	0.00302276951673
8.5	0.00294609665428
8.6	0.00288801115242
8.7	0.00273001858736
8.8	0.00306226765799
8.9	0.00301115241636
9.0	0.00300882899628
9.1	0.00301115241636
9.2	0.00304600371747
9.3	0.00292750929368
9.4	0.00308550185874
9.5	0.00328531598513
9.6	0.0032876394052
9.7	0.00321096654275
9.8	0.00326208178439
9.9	0.00322026022305
10.0	0.00323884758364
10.1	0.00330390334572
10.2	0.00323420074349
10.3	0.00319005576208
10.4	0.00321096654275
10.5	0.00314126394052
10.6	0.00320864312268
10.7	0.00339219330855
10.8	0.00330157992565
10.9	0.00347351301115
11.0	0.00352462825279
11.1	0.00337360594796
11.2	0.00353856877323
11.3	0.00345724907063
11.4	0.00346189591078
11.5	0.00345027881041
11.6	0.00339916356877
11.7	0.00345724907063
11.8	0.00357109665428
11.9	0.00332481412639
12.0	0.003468866171
12.1	0.00373605947955
12.2	0.00355018587361
12.3	0.00351533457249
12.4	0.00349907063197
12.5	0.00342239776952
12.6	0.0036500929368
12.7	0.00361291821561
12.8	0.00348977695167
12.9	0.00366171003717
13.0	0.00368029739777
13.1	0.00364544609665
13.2	0.00364312267658
13.3	0.00354321561338
13.4	0.00363615241636
13.5	0.00367332713755
13.6	0.00360594795539
13.7	0.00343169144981
13.8	0.00376858736059
13.9	0.00361988847584
14.0	0.00359897769517
14.1	0.00353624535316
14.2	0.00357109665428
14.3	0.00367565055762
14.4	0.0036779739777
14.5	0.00360362453532
14.6	0.00362453531599
14.7	0.00358039033457
14.8	0.00364079925651
14.9	0.00354321561338
15.0	0.00373141263941
15.1	0.00364544609665
15.2	0.00374302973978
15.3	0.00359200743494
15.4	0.00361756505576
15.5	0.00360130111524
15.6	0.00344795539033
15.7	0.00351533457249
15.8	0.00370353159851
15.9	0.00372444237918
16.0	0.00343169144981
16.1	0.0034874535316
16.2	0.00363150557621
16.3	0.00371514869888
16.4	0.00353392193309
16.5	0.0034874535316
16.6	0.00343633828996
16.7	0.00374767657993
16.8	0.00353624535316
16.9	0.00345260223048
17.0	0.00362221189591
17.1	0.00348513011152
17.2	0.00363382899628
17.3	0.00344563197026
17.4	0.00339451672862
17.5	0.00345724907063
17.6	0.00343401486989
17.7	0.00356180297398
17.8	0.00351998141264
17.9	0.00339451672862
18.0	0.00350139405204
18.1	0.00344098513011
18.2	0.00339219330855
18.3	0.00359665427509
18.4	0.00340381040892
18.5	0.00357109665428
18.6	0.00341078066914
18.7	0.00347118959108
18.8	0.00336663568773
18.9	0.00334107806691
19.0	0.00329228624535
19.1	0.00331087360595
19.2	0.00327602230483
19.3	0.00329925650558
19.4	0.00333410780669
19.5	0.00336198884758
19.6	0.00322723048327
19.7	0.00328299256506
19.8	0.00319005576208
19.9	0.00325511152416
20.0	0.0032969330855
20.1	0.00325975836431
20.2	0.00325046468401
20.3	0.00314823420074
20.4	0.003125
20.5	0.00311105947955
20.6	0.00324117100372
20.7	0.0031342936803
20.8	0.00307620817844
20.9	0.00295539033457
21.0	0.00307620817844
21.1	0.00305762081784
21.2	0.00306226765799
21.3	0.00301347583643
21.4	0.00285548327138
21.5	0.00295074349442
21.6	0.00293912639405
21.7	0.0030436802974
21.8	0.00309944237918
21.9	0.00301115241636
22.0	0.0030250929368
22.1	0.00299024163569
22.2	0.00296468401487
22.3	0.00279739776952
22.4	0.00280669144981
22.5	0.00287639405204
22.6	0.00283457249071
22.7	0.00296700743494
22.8	0.00293912639405
22.9	0.00289033457249
23.0	0.00287407063197
23.1	0.0028624535316
