2
14
-26.59977785055474 8.404764533267727 
     0 41.64653039365899 
-16.72152947332803 20.23307693560847 
54.24103897773711 -2.109423746787797e-15 
-135.6665448182662      0 
-48.17286309976749 6.157604949407382 
     0 -59.35550461924885 
-34.16324959267718 -37.18177658924112 
-34.71124020444108 -31.31055155762568 
-25.32008143205862 6.313293720066131 
-19.65902847570769 -2.41981999553276 
3.510903296385953 -40.4446025530851 
11.95912273302023 -1.475955307719931 
38.48502680556767 -11.53908916367981 
