# ps/frame	Tilt angle
2	58.9715374548
4	59.2418043389
6	55.6605056468
8	62.7928127273
10	51.360853448
12	61.9394832105
14	56.4048832302
16	57.1223025856
18	61.2730584975
20	56.5809525187
22	62.9583121436
24	61.4409646589
26	63.244578602
28	59.5454071075
30	57.2531793733
32	64.642922866
34	67.2225892843
36	66.031963424
38	66.3722161067
40	66.1036778052
