# Time(ps)	Average lipid per area
1090.0	116.460045544
1095.0	113.18071125
1100.0	116.572724311
1105.0	116.064526456
1110.0	108.942276193
1115.0	111.593463772
1120.0	118.068258933
1125.0	111.964006959
1130.0	112.292661649
1135.0	105.319353858
1140.0	103.064960318
1145.0	113.59788053
1150.0	103.553071227
1155.0	106.845198727
1160.0	121.902877991
1165.0	128.756637049
1170.0	113.505358096
1175.0	123.054794276
1180.0	113.003380039
1185.0	115.608905257
1190.0	109.609587351
1195.0	104.12877144
1200.0	105.953704077
1205.0	101.351906814
1210.0	107.565509095
1215.0	105.954958276
1220.0	106.870678197
1225.0	116.913276838
1230.0	106.105823067
1235.0	99.4671104854
1240.0	95.7869653242
1245.0	115.847828405
1250.0	116.566540539
1255.0	118.903196608
1260.0	110.490359929
1265.0	116.813626737
1270.0	110.939013077
1275.0	109.905200959
1280.0	112.775950342
1285.0	116.949348459
1290.0	106.78695016
1295.0	100.365692705
1300.0	101.35482958
1305.0	97.7095228988
1310.0	111.11263811
1315.0	102.801268286
1320.0	104.61736254
1325.0	109.965583605
1330.0	89.5938644997
1335.0	94.7002726621
1340.0	96.5271376108
1345.0	108.189208834
1350.0	109.260532594
1355.0	108.559676548
1360.0	102.493235004
1365.0	126.425173768
1370.0	126.013295609
1375.0	108.623726893
1380.0	113.766189201
1385.0	109.206830596
1390.0	109.608080953
1395.0	109.535346636
1400.0	105.439129555
1405.0	117.500813592
1410.0	103.760292539
1415.0	101.56809984
1420.0	108.579226751
1425.0	112.878778903
1430.0	111.281507828
1435.0	122.146547297
1440.0	99.3773068732
1445.0	112.449054918
1450.0	118.069001186
1455.0	107.416428654
1460.0	111.707222163
1465.0	107.630326921
1470.0	107.36592754
1475.0	109.088559168
1480.0	116.952757219
1485.0	111.855836853
1490.0	121.47526844
1495.0	118.043851557
1500.0	116.716079274
1505.0	101.920390237
1510.0	102.784987511
1515.0	112.074300822
1520.0	110.186071532
1525.0	105.05577344
1530.0	110.411858006
1535.0	112.421730243
1540.0	109.742832092
1545.0	111.940629309
1550.0	111.998090703
1555.0	111.181763602
1560.0	110.786313335
1565.0	110.520568794
1570.0	124.923284837
1575.0	109.597737573
1580.0	111.519924272
1585.0	109.729477229
1590.0	102.117623814
1595.0	116.678589015
1600.0	104.934797869
1605.0	102.02732133
1610.0	101.472830378
1615.0	108.520648897
1620.0	115.705613652
1625.0	115.046971304
1630.0	110.040866154
1635.0	108.437242663
1640.0	108.069667265
1645.0	105.250814052
1650.0	116.336627284
1655.0	114.496048116
1660.0	112.940975014
1665.0	111.561155981
1670.0	98.2831314005
1675.0	114.725599335
1680.0	114.911839387
1685.0	113.072245489
1690.0	113.416737719
1695.0	118.839205777
1700.0	119.071082624
1705.0	109.171545912
1710.0	124.734611294
1715.0	108.113420518
1720.0	123.698709926
1725.0	119.102884717
1730.0	122.617178627
1735.0	119.027124389
1740.0	112.15726753
1745.0	120.341596232
1750.0	122.539206311
1755.0	106.462819835
1760.0	113.764225195
1765.0	126.484268002
1770.0	118.594615011
1775.0	114.958497918
1780.0	124.919232012
1785.0	116.857557415
1790.0	125.779129439
1795.0	108.443129513
1800.0	117.619615469
1805.0	113.206973593
1810.0	116.924872817
1815.0	114.19969345
1820.0	111.627866099
1825.0	123.963822395
1830.0	118.166930213
1835.0	110.388666836
1840.0	116.430695919
1845.0	113.384612002
1850.0	107.84100251
1855.0	111.213390424
1860.0	108.413812322
1865.0	113.203325703
1870.0	101.453131872
1875.0	111.796765784
1880.0	108.328528741
1885.0	100.044704509
1890.0	114.580193103
1895.0	109.418454346
1900.0	109.124178599
1905.0	107.263323227
1910.0	107.187304295
1915.0	118.636897177
1920.0	100.979137073
1925.0	112.12298574
1930.0	104.038283894
1935.0	109.913995573
1940.0	106.334473305
1945.0	106.834757521
1950.0	112.962748865
1955.0	105.487628606
1960.0	107.812166528
1965.0	106.342547469
1970.0	112.282982773
1975.0	108.854036929
1980.0	104.007331611
1985.0	111.501584447
1990.0	101.159864432
1995.0	106.698862149
2000.0	104.390949242
2005.0	109.162449087
2010.0	104.484159741
2015.0	112.070720858
2020.0	109.166708743
2025.0	114.797940307
2030.0	102.800572263
2035.0	111.205623999
2040.0	103.235112257
2045.0	107.684427276
2050.0	110.210716365
2055.0	115.497719144
2060.0	107.209363225
2065.0	120.683335498
2070.0	108.031183307
2075.0	109.764345131
2080.0	106.525243748
2085.0	121.694405171
2090.0	119.638821435
2095.0	114.153808304
2100.0	120.241124478
2105.0	121.372624903
2110.0	120.324295994
2115.0	118.00177556
2120.0	123.977338135
2125.0	111.786035172
2130.0	111.238863825
2135.0	122.314265924
2140.0	110.989149718
2145.0	106.342433848
2150.0	113.432734322
2155.0	113.517287868
2160.0	105.736109131
2165.0	116.925125475
2170.0	118.3874116
2175.0	110.681004521
2180.0	110.403618688
2185.0	110.637326107
2190.0	115.980370075
2195.0	110.273930159
