# Time(ps)	Average lipid per area
1760.0	80.971616745
1765.0	80.4007668495
1770.0	76.6488075256
1775.0	79.7207841873
1780.0	79.0174694061
1785.0	72.5174050331
1790.0	75.5429182053
1795.0	82.0098810196
1800.0	73.0423698425
1805.0	74.7404270172
1810.0	72.1384711266
1815.0	72.4351344109
1820.0	75.7761969566
1825.0	58.5847020149
1830.0	63.3842320442
1835.0	60.3670167923
1840.0	67.0773949623
1845.0	70.0135474205
1850.0	72.027305603
1855.0	71.6648960114
1860.0	50.8264555931
1865.0	55.2316126823
1870.0	64.2924759388
1875.0	61.881434679
1880.0	64.0630049706
1885.0	76.9375402927
1890.0	73.78155756
1895.0	79.4252033234
1900.0	67.0297006369
1905.0	66.3886680603
1910.0	66.5587272644
1915.0	76.9546122551
1920.0	60.9865903854
1925.0	51.6119658947
1930.0	58.1857290268
1935.0	54.9656020403
1940.0	60.3160014153
1945.0	53.5723547935
1950.0	58.1430702209
1955.0	46.5219964981
1960.0	56.5261847973
1965.0	48.3411772251
1970.0	52.6325597763
1975.0	59.247184515
1980.0	55.1831548214
1985.0	66.3765172958
1990.0	62.5324089527
1995.0	54.0489006042
2000.0	70.6461267471
2005.0	60.8779871464
2010.0	69.4385204315
2015.0	47.3841044903
2020.0	55.6880242825
2025.0	54.3437334299
2030.0	58.3748135567
2035.0	66.9104633331
2040.0	63.6461753845
2045.0	58.4027898312
2050.0	70.3137419224
2055.0	50.9359340668
2060.0	55.2596950531
2065.0	63.9748500586
2070.0	55.540068388
2075.0	57.0815544128
2080.0	61.2129516602
2085.0	67.4182634354
2090.0	75.0267972946
2095.0	84.157125473
2100.0	79.0630531311
2105.0	75.0114908218
2110.0	69.942193985
2115.0	67.2052688599
2120.0	67.3612785339
2125.0	74.7249555588
2130.0	68.2686424255
2135.0	79.2885990143
2140.0	70.4531555176
2145.0	74.7513685226
2150.0	71.7291002274
2155.0	74.2935409546
2160.0	71.1727800369
2165.0	64.8695831299
2170.0	61.7927703857
2175.0	67.2346229553
2180.0	63.9104537964
2185.0	63.3561167717
2190.0	61.6547169685
2195.0	63.8699541092
