# Time(ps)	RMSD(A)
# Alignment selection: segid PROA and name CA
# RMSD calculation selection: segid PROA and name CA
# Created on: 2013-07-31 16:46:52.507625
0 3.565023
2 3.569273
4 3.605843
6 3.701586
8 3.552458
10 3.550716
12 3.677839
14 3.690216
16 3.658121
18 3.659459
20 3.667125
22 3.765760
24 3.679348
26 3.855874
28 3.841447
30 3.897745
32 3.895432
34 3.968787
36 3.726611
38 3.687170
