# ps/frame	Tilt angle
2	51.7597518117
4	51.4624529166
6	52.1128351142
8	51.3795081137
10	52.8844995081
12	48.0054102202
14	52.6568155679
16	54.688607353
18	49.8241773893
20	54.6321492609
22	52.5171714748
24	52.6219892672
26	48.1341425556
28	49.5321397288
30	51.8566670098
32	48.0837950924
34	47.6528722987
36	47.8852371665
38	46.4189667859
40	51.4072989932
